smiles,latent_1,latent_2,latent_3,HBD,HBA,heavy_atoms,MW,has_heteroatoms,has_halogens,has_charges,protonatable_sites,calculation_type,cluster_id,dft_representative,distance_to_dft,distance_to_centroid,is_cluster_center,centroid_latent_1,centroid_latent_2,centroid_latent_3
CC(C)CN(CC(=O)O)C1CC1,-1.4496720057175878,-2.5602065884154523,0.4932149504022199,1,2,12,171.23999999999998,True,False,False,3,PM7,14,699877,0.15117818658755747,0.12129338167050353,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CCCCN(CC(N)=O)C1CC1,-1.4866446077022892,-2.716603698667483,0.6309256505074265,1,2,12,170.25599999999997,True,False,False,3,PM7,14,699877,0.15140630046027495,0.12838583180084187,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
C=C[C@@](C)(O)C(=O)N(C)[C@H](C)C1CC1,-1.666057281719734,-2.4908151517770496,0.5406400738883207,1,2,14,197.27799999999996,True,False,False,3,PM7,14,699877,0.15172544785282316,0.18657570182565808,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
C=C[C@](C)(O)C(=O)N(C)[C@H](C)C1CC1,-1.666057281719734,-2.4908151517770496,0.5406400738883207,1,2,14,197.27799999999996,True,False,False,3,PM7,14,699877,0.15172544785282316,0.18657570182565808,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
C=C[C@](C)(O)C(=O)N(C)[C@@H](C)C1CC1,-1.666057281719734,-2.4908151517770496,0.5406400738883207,1,2,14,197.27799999999996,True,False,False,3,PM7,14,699877,0.15172544785282316,0.18657570182565808,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
C=C[C@@](C)(O)C(=O)N(C)[C@@H](C)C1CC1,-1.666057281719734,-2.4908151517770496,0.5406400738883207,1,2,14,197.27799999999996,True,False,False,3,PM7,14,699877,0.15172544785282316,0.18657570182565808,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC[C@@H](C)CC(=O)NC[C@H]1C=CCC1,-1.7157765782029963,-2.5819374944010627,0.5490712294332145,1,1,14,195.30599999999998,True,False,False,2,PM7,14,699877,0.15300545059773465,0.18840321816900826,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC[C@H](C)CC(=O)NC[C@@H]1C=CCC1,-1.7157765782029963,-2.5819374944010627,0.5490712294332145,1,1,14,195.30599999999998,True,False,False,2,PM7,14,699877,0.15300545059773465,0.18840321816900826,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC[C@H](C)CC(=O)NC[C@H]1C=CCC1,-1.7157765782029963,-2.5819374944010627,0.5490712294332145,1,1,14,195.30599999999998,True,False,False,2,PM7,14,699877,0.15300545059773465,0.18840321816900826,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC[C@@H](C)CC(=O)NC[C@@H]1C=CCC1,-1.7157765782029963,-2.5819374944010627,0.5490712294332145,1,1,14,195.30599999999998,True,False,False,2,PM7,14,699877,0.15300545059773465,0.18840321816900826,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC(C)[C@@H](C)NC(=O)[C@@H]1CC1(C)C,-1.6502372485866108,-2.537966238463825,0.6961366096565336,1,1,13,183.29499999999996,True,False,False,2,PM7,14,699877,0.15482017494148526,0.196580804463143,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC(C)[C@H](C)NC(=O)[C@H]1CC1(C)C,-1.6502372485866108,-2.537966238463825,0.6961366096565336,1,1,13,183.29499999999996,True,False,False,2,PM7,14,699877,0.15482017494148526,0.196580804463143,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC(C)[C@H](C)NC(=O)[C@@H]1CC1(C)C,-1.6502372485866108,-2.537966238463825,0.6961366096565336,1,1,13,183.29499999999996,True,False,False,2,PM7,14,699877,0.15482017494148526,0.196580804463143,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CC(C)[C@@H](C)NC(=O)[C@H]1CC1(C)C,-1.6502372485866108,-2.537966238463825,0.6961366096565336,1,1,13,183.29499999999996,True,False,False,2,PM7,14,699877,0.15482017494148526,0.196580804463143,False,-1.531316175403668,-2.6181411005322937,0.5616978409597932
CCOC(=O)[C@H]1CC[C@@H]1C(=O)O,-2.261266770207344,-1.1735939782364713,6.381244630454814,1,3,12,172.17999999999998,True,False,False,4,PM7,15,219959,0.0,0.12126659769992204,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CCOC(=O)[C@@H]1CC[C@H]1C(=O)O,-2.261266770207344,-1.1735939782364713,6.381244630454814,1,3,12,172.17999999999998,True,False,False,4,PM7,15,219959,0.0,0.12126659769992204,True,-2.1891860777377024,-1.191355071627838,6.477132612247919
CCOC(=O)[C@@H]1CC[C@@H]1C(=O)O,-2.261266770207344,-1.1735939782364713,6.381244630454814,1,3,12,172.17999999999998,True,False,False,4,PM7,15,219959,0.0,0.12126659769992204,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)CONC(=O)[C@@H]1CC12CCC2,-2.2894058053549844,-1.2198871791508905,6.341615984178414,2,3,14,198.22199999999995,True,False,False,5,PM7,15,219959,0.06712149697111164,0.17094686732057343,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)CONC(=O)[C@H]1CC12CCC2,-2.2894058053549844,-1.2198871791508905,6.341615984178414,2,3,14,198.22199999999995,True,False,False,5,PM7,15,219959,0.06712149697111164,0.17094686732057343,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C\C(=O)N1CC(C(=O)NC)C1,-2.388453539512725,-1.1320314369428104,6.425190193682695,1,2,13,182.22299999999998,True,False,False,4,PM7,15,219959,0.1408372523608122,0.21430079281446343,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C/C(=O)N1CC(C(=O)NC)C1,-2.388453539512725,-1.1320314369428104,6.425190193682695,1,2,13,182.22299999999998,True,False,False,4,PM7,15,219959,0.1408372523608122,0.21430079281446343,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
O=C(O)COC(=O)[C@H]1CC12CCC2,-2.1671118611811173,-1.0844630063655738,6.316148104460859,1,3,13,184.19099999999995,True,False,False,4,PM7,15,219959,0.1450759619539691,0.19449729149800848,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
O=C(O)COC(=O)[C@@H]1CC12CCC2,-2.1671118611811173,-1.0844630063655738,6.316148104460859,1,3,13,184.19099999999995,True,False,False,4,PM7,15,219959,0.1450759619539691,0.19449729149800848,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@H]1C(=O)OCC(=O)O,-2.120013001457764,-1.2274421056231868,6.35656452551554,1,3,11,158.153,True,False,False,4,PM7,15,219959,0.15317100113542848,0.14361006943427793,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@@H]1C(=O)OCC(=O)O,-2.120013001457764,-1.2274421056231868,6.35656452551554,1,3,11,158.153,True,False,False,4,PM7,15,219959,0.15317100113542848,0.14361006943427793,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@H]1C(=O)OCC(=O)O,-2.120013001457764,-1.2274421056231868,6.35656452551554,1,3,11,158.153,True,False,False,4,PM7,15,219959,0.15317100113542848,0.14361006943427793,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@@H]1C(=O)OCC(=O)O,-2.120013001457764,-1.2274421056231868,6.35656452551554,1,3,11,158.153,True,False,False,4,PM7,15,219959,0.15317100113542848,0.14361006943427793,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
COC(=O)N[C@H]1C[C@H](C(=O)OC)C1,-2.4400502461375693,-1.1538828545190072,6.366604654027454,1,4,13,187.19499999999996,True,False,False,5,PM7,15,219959,0.18046159861225944,0.2766829007914891,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
COC(=O)N[C@H]1C[C@@H](C(=O)OC)C1,-2.4400502461375693,-1.1538828545190072,6.366604654027454,1,4,13,187.19499999999996,True,False,False,5,PM7,15,219959,0.18046159861225944,0.2766829007914891,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@H]1C(=O)NOCC(N)=O,-2.2423069456316305,-1.3628662784085015,6.382032405233096,2,3,12,172.18399999999997,True,False,False,5,PM7,15,219959,0.19022118480719818,0.20317964964884141,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@@H]1C(=O)NOCC(N)=O,-2.2423069456316305,-1.3628662784085015,6.382032405233096,2,3,12,172.18399999999997,True,False,False,5,PM7,15,219959,0.19022118480719818,0.20317964964884141,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@@H]1C(=O)NOCC(N)=O,-2.2423069456316305,-1.3628662784085015,6.382032405233096,2,3,12,172.18399999999997,True,False,False,5,PM7,15,219959,0.19022118480719818,0.20317964964884141,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@H]1C(=O)NOCC(N)=O,-2.2423069456316305,-1.3628662784085015,6.382032405233096,2,3,12,172.18399999999997,True,False,False,5,PM7,15,219959,0.19022118480719818,0.20317964964884141,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C(/CC)C(=O)N1CC(C(=O)O)C1,-2.326034884166768,-1.0172409870618029,6.226752033435895,1,2,14,197.23399999999998,True,False,False,4,PM7,15,219959,0.2291487049249395,0.3342659786929751,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C(\CC)C(=O)N1CC(C(=O)O)C1,-2.326034884166768,-1.0172409870618029,6.226752033435895,1,2,14,197.23399999999998,True,False,False,4,PM7,15,219959,0.2291487049249395,0.3342659786929751,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CONC(=O)[C@@H]1CC[C@@H]1C(=O)O,-2.371409917644379,-0.9697219683675906,6.415632845334474,2,3,12,173.16799999999998,True,False,False,5,PM7,15,219959,0.2342602370397568,0.2934433192654243,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CONC(=O)[C@@H]1CC[C@H]1C(=O)O,-2.371409917644379,-0.9697219683675906,6.415632845334474,2,3,12,173.16799999999998,True,False,False,5,PM7,15,219959,0.2342602370397568,0.2934433192654243,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CONC(=O)[C@H]1CC[C@H]1C(=O)O,-2.371409917644379,-0.9697219683675906,6.415632845334474,2,3,12,173.16799999999998,True,False,False,5,PM7,15,219959,0.2342602370397568,0.2934433192654243,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CNC(=O)C1CN(C(=O)C=C(C)C)C1,-2.440877167673401,-1.0871814617802928,6.256674199276923,1,2,14,196.24999999999997,True,False,False,4,PM7,15,219959,0.23504214558680725,0.3504318158948737,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CONC(=O)[C@@H]1C[C@@H]1C(=O)O,-2.086709332311559,-1.181583351782309,6.541967092625921,2,3,11,159.141,True,False,False,5,PM7,15,219959,0.23741490909531893,0.1216572221767354,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CONC(=O)[C@H]1C[C@@H]1C(=O)O,-2.086709332311559,-1.181583351782309,6.541967092625921,2,3,11,159.141,True,False,False,5,PM7,15,219959,0.23741490909531893,0.1216572221767354,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CONC(=O)[C@H]1C[C@H]1C(=O)O,-2.086709332311559,-1.181583351782309,6.541967092625921,2,3,11,159.141,True,False,False,5,PM7,15,219959,0.23741490909531893,0.1216572221767354,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CONC(=O)[C@@H]1C[C@H]1C(=O)O,-2.086709332311559,-1.181583351782309,6.541967092625921,2,3,11,159.141,True,False,False,5,PM7,15,219959,0.23741490909531893,0.1216572221767354,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
COC(=O)[C@@H]1C[C@H]1CC(=O)O,-2.071645655522032,-1.128645671536174,6.237431372949035,1,3,11,158.153,True,False,False,4,PM7,15,219959,0.24219572755139146,0.2742351250950821,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
O=C(O)/C=C/C(=O)NC1CC1,-2.2753690871018426,-1.3147284315220664,6.182184591878403,2,2,11,155.15299999999996,True,False,False,4,PM7,15,219959,0.2444232153541459,0.3311235898490879,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
O=C(O)/C=C\C(=O)NC1CC1,-2.2753690871018426,-1.3147284315220664,6.182184591878403,2,2,11,155.15299999999996,True,False,False,4,PM7,15,219959,0.2444232153541459,0.3311235898490879,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)CONC(=O)C1CCC1,-2.460360081233544,-1.066627511863311,6.284125048497647,2,3,12,172.18399999999997,True,False,False,5,PM7,15,219959,0.24599224504701456,0.35544932691115294,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C(\C)C(=O)N1CC(C(=O)NC)C1,-2.48669246810551,-1.2260857877788065,6.465865208641275,1,2,14,196.24999999999997,True,False,False,4,PM7,15,219959,0.24644021099348795,0.2997386016816595,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C(/C)C(=O)N1CC(C(=O)NC)C1,-2.48669246810551,-1.2260857877788065,6.465865208641275,1,2,14,196.24999999999997,True,False,False,4,PM7,15,219959,0.24644021099348795,0.2997386016816595,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C=C1CCC(C(=O)NCC(=O)O)CC1,-2.0225158462323924,-1.1165609683370563,6.404796514108825,2,2,14,197.23399999999995,True,False,False,4,PM7,15,219959,0.24659574031343684,0.1964831673479802,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CCOC(=O)[C@H]1CC12CC(C(=O)O)C2,-2.4242684155420324,-0.9890834915749788,6.315168470513872,1,3,14,198.218,True,False,False,4,PM7,15,219959,0.25491119038288074,0.34987123467395237,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CCOC(=O)[C@@H]1CC12CC(C(=O)O)C2,-2.4242684155420324,-0.9890834915749788,6.315168470513872,1,3,14,198.218,True,False,False,4,PM7,15,219959,0.25491119038288074,0.34987123467395237,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C=C(CC)C(=O)N1CC(C(=O)O)C1,-2.371536001548726,-0.9866305331956122,6.230248351152921,1,2,13,183.20699999999997,True,False,False,4,PM7,15,219959,0.26441351993644485,0.3689383007043278,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
COC(=O)C[C@@H]1C[C@@H]1C(=O)O,-2.0790392862379456,-1.14554309749934,6.184867791669106,1,3,11,158.153,True,False,False,4,PM7,15,219959,0.26936512512835475,0.31567353072313004,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)COC(=O)/C=C\C1CCCC1,-2.124161159378177,-1.1865835905759456,6.136186385844841,1,3,14,197.23399999999992,True,False,False,4,PM7,15,219959,0.2811053571188042,0.3471243816524426,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)COC(=O)/C=C/C1CCCC1,-2.124161159378177,-1.1865835905759456,6.136186385844841,1,3,14,197.23399999999992,True,False,False,4,PM7,15,219959,0.2811053571188042,0.3471243816524426,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
O=C(O)COC(=O)C1CCC1,-2.338066137059676,-0.931203339077996,6.258657168780091,1,3,11,158.15299999999996,True,False,False,4,PM7,15,219959,0.2822747782931111,0.3709120049430366,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C/C(=O)NC1CN(C(=O)O)C1,-2.4309009396758703,-0.9434674980310054,6.3606591564301205,2,2,13,184.195,True,False,False,5,PM7,15,219959,0.2866316627378327,0.36529493499863014,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C\C(=O)NC1CN(C(=O)O)C1,-2.4309009396758703,-0.9434674980310054,6.3606591564301205,2,2,13,184.195,True,False,False,5,PM7,15,219959,0.2866316627378327,0.36529493499863014,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C(/C)C(=O)OC1CC(C(=O)O)C1,-2.2292344790364083,-0.9742742277474744,6.593127805673729,1,3,14,198.21799999999996,True,False,False,4,PM7,15,219959,0.29265835124510753,0.24936489753829416,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C=C(\C)C(=O)OC1CC(C(=O)O)C1,-2.2292344790364083,-0.9742742277474744,6.593127805673729,1,3,14,198.21799999999996,True,False,False,4,PM7,15,219959,0.29265835124510753,0.24936489753829416,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)CNC(=O)C1CC2(CC2)C1,-2.4645316731834748,-1.065395629586379,6.569486318335993,2,2,13,182.22299999999993,True,False,False,4,PM7,15,219959,0.2974196303017972,0.3165599232356884,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C(=C\COC(=O)[C@@H]1C[C@@H]1C)C(=O)O,-2.18562689654612,-1.386556094783867,6.186579879199353,1,3,14,198.218,True,False,False,4,PM7,15,219959,0.29827607841257237,0.35005285014395504,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C(=C\COC(=O)[C@@H]1C[C@H]1C)C(=O)O,-2.18562689654612,-1.386556094783867,6.186579879199353,1,3,14,198.218,True,False,False,4,PM7,15,219959,0.29827607841257237,0.35005285014395504,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C(=C/COC(=O)[C@@H]1C[C@H]1C)C(=O)O,-2.18562689654612,-1.386556094783867,6.186579879199353,1,3,14,198.218,True,False,False,4,PM7,15,219959,0.29827607841257237,0.35005285014395504,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C/C(=C/COC(=O)[C@@H]1C[C@@H]1C)C(=O)O,-2.18562689654612,-1.386556094783867,6.186579879199353,1,3,14,198.218,True,False,False,4,PM7,15,219959,0.29827607841257237,0.35005285014395504,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)COC(=O)[C@H]1CC12CCC2,-2.0330835370302744,-0.999790088357955,6.494700794225831,1,3,13,183.20699999999994,True,False,False,4,PM7,15,219959,0.30846017755567745,0.24773733478931628,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
NC(=O)COC(=O)[C@@H]1CC12CCC2,-2.0330835370302744,-0.999790088357955,6.494700794225831,1,3,13,183.20699999999994,True,False,False,4,PM7,15,219959,0.30846017755567745,0.24773733478931628,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@@H]1C(=O)NCC(N)=O,-2.3920613002571405,-1.1446601774712453,6.102213874536241,2,2,11,156.18499999999997,True,False,False,4,PM7,15,219959,0.30951984858189546,0.42883893123167505,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@H]1C(=O)NCC(N)=O,-2.3920613002571405,-1.1446601774712453,6.102213874536241,2,2,11,156.18499999999997,True,False,False,4,PM7,15,219959,0.30951984858189546,0.42883893123167505,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@@H]1C(=O)NCC(N)=O,-2.3920613002571405,-1.1446601774712453,6.102213874536241,2,2,11,156.18499999999997,True,False,False,4,PM7,15,219959,0.30951984858189546,0.42883893123167505,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@H]1C(=O)NCC(N)=O,-2.3920613002571405,-1.1446601774712453,6.102213874536241,2,2,11,156.18499999999997,True,False,False,4,PM7,15,219959,0.30951984858189546,0.42883893123167505,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C#CCOC(=O)[C@H]1C[C@@H](C(=O)O)C1,-2.4556081033324366,-1.4173502156886697,6.332510564359373,1,3,13,182.17499999999995,True,False,False,4,PM7,15,219959,0.31553235373870236,0.3781137892176829,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@H]1C(=O)OCC(N)=O,-1.9859846773069196,-1.1427691876155683,6.535117215280511,1,3,11,157.16899999999998,True,False,False,4,PM7,15,219959,0.3168709054952849,0.21682622408540053,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@@H]1C(=O)OCC(N)=O,-1.9859846773069196,-1.1427691876155683,6.535117215280511,1,3,11,157.16899999999998,True,False,False,4,PM7,15,219959,0.3168709054952849,0.21682622408540053,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@H]1C[C@@H]1C(=O)OCC(N)=O,-1.9859846773069196,-1.1427691876155683,6.535117215280511,1,3,11,157.16899999999998,True,False,False,4,PM7,15,219959,0.3168709054952849,0.21682622408540053,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
C[C@@H]1C[C@H]1C(=O)OCC(N)=O,-1.9859846773069196,-1.1427691876155683,6.535117215280511,1,3,11,157.16899999999998,True,False,False,4,PM7,15,219959,0.3168709054952849,0.21682622408540053,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CNC(=O)[C@H]1CC[C@H]1C(=O)OC,-2.4129310841201423,-1.3086906473210551,6.643200327290264,1,3,12,171.19599999999997,True,False,False,4,PM7,15,219959,0.331472413960703,0.3023374789597254,False,-2.1891860777377024,-1.191355071627838,6.477132612247919
CCN(CC(N)=O)Cc1occc1C,2.537064172253693,-1.6000828814073893,1.560641623043569,1,3,14,196.25,True,False,False,4,PM7,16,248135,0.0,0.04698645093408769,True,2.518745742476625,-1.636705718262665,1.583683531006147
C=CC(=O)NCc1oc(CC)nc1C,2.519244559043368,-1.573047202912078,1.5219347796387572,1,3,14,194.23399999999998,True,False,False,4,PM7,16,248135,0.05046470304115586,0.08868801322636509,False,2.518745742476625,-1.636705718262665,1.583683531006147
C#CCNC(=O)Nc1cc(C)on1,2.48935242780854,-1.5789634588909771,1.5880768506970304,2,3,13,179.17899999999997,True,False,False,5,PM7,16,248135,0.05895025260186422,0.06494179488149869,False,2.518745742476625,-1.636705718262665,1.583683531006147
CNC(=O)CCNCc1cc(C)n[nH]1,2.588954913246688,-1.5580155458583398,1.5662066957448104,3,3,14,196.25400000000002,True,False,False,5,PM7,16,248135,0.06703193086260079,0.10689672896770111,False,2.518745742476625,-1.636705718262665,1.583683531006147
COCC(=O)NCc1cc(C)no1,2.604393745713584,-1.5765622884010584,1.536144232351675,1,4,13,184.195,True,False,False,5,PM7,16,248135,0.07540962742496231,0.1149469335413313,False,2.518745742476625,-1.636705718262665,1.583683531006147
C[C@@H](C#N)NC(=O)c1cc[nH]c1,2.521352980244433,-1.6605681250356912,1.5077615612414428,2,2,12,163.18,True,False,False,4,PM7,16,248135,0.08186334458915999,0.07962636271193048,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCOC(=O)c1nc([C@@H](N)CC)n[nH]1,2.548804964164174,-1.681440220951534,1.5426306937891725,2,5,14,198.22599999999997,True,False,False,6,PM7,16,248135,0.08415020181195845,0.06775004046378896,False,2.518745742476625,-1.636705718262665,1.583683531006147
CN(C)CC(=O)NCc1nc(O)n[nH]1,2.467058026190794,-1.5596315947913846,1.529706474606921,3,5,14,199.214,True,False,False,7,PM7,16,248135,0.08656876159601412,0.1073571755460991,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCNCC(=O)Nc1nc(C)cs1,2.4820574655692504,-1.5802279806150497,1.628416911895717,2,4,13,199.279,True,False,False,4,PM7,16,248135,0.08951784539818901,0.08085072589678098,False,2.518745742476625,-1.636705718262665,1.583683531006147
C#CCNC(=O)Nc1nc(C)c(C)o1,2.5495944600319014,-1.6938779687821788,1.5777613659713454,2,3,14,193.206,True,False,False,5,PM7,16,248135,0.09616450553797,0.0652332863112896,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCn1ncc(C)c1NC(=O)COC,2.4646909781618507,-1.627029245897121,1.625470055939637,1,4,14,197.23799999999994,True,False,False,5,PM7,16,248135,0.10083011204014876,0.06900482105319974,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCOCC(=O)Nc1nc(C)n(C)n1,2.4889263177598457,-1.5063238103636032,1.5689453607587465,1,5,14,198.226,True,False,False,6,PM7,16,248135,0.10572118282684417,0.1345579936684568,False,2.518745742476625,-1.636705718262665,1.583683531006147
COC(=O)c1c(CC(C)C)n[nH]c1C,2.4894084104559373,-1.50583930007792,1.5411374459476406,1,3,14,196.25,True,False,False,4,PM7,16,248135,0.10739337585958489,0.14070134261051773,False,2.518745742476625,-1.636705718262665,1.583683531006147
C[C@H](N)CCNC(=O)c1cc[nH]n1,2.465337075798036,-1.572519606301727,1.481926963606473,3,3,13,182.22700000000003,True,False,False,5,PM7,16,248135,0.11000230957033372,0.13163108164111958,False,2.518745742476625,-1.636705718262665,1.583683531006147
C#CCNC(=O)Cc1c(C)n[nH]c1C,2.465470334062634,-1.517115976183566,1.532114806879174,2,2,14,191.234,True,False,False,4,PM7,16,248135,0.11323852820406863,0.1407100169153101,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCNCC(=O)NCc1cc(C)n[nH]1,2.5557863296920265,-1.7168862042060082,1.5747604613700144,3,3,14,196.25400000000002,True,False,False,5,PM7,16,248135,0.11913386164996256,0.08877238646732268,False,2.518745742476625,-1.636705718262665,1.583683531006147
Cc1ncsc1NC(=O)CN(C)C,2.6365677794013407,-1.5698277176513344,1.63101201164456,1,4,13,199.27899999999997,True,False,False,4,PM7,16,248135,0.1255720285778388,0.1435084820852022,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCNCC(=O)Nc1nc(C)c(C)o1,2.5288513325365205,-1.5064645939509027,1.4666253074524656,2,4,14,197.23799999999997,True,False,False,5,PM7,16,248135,0.13293194529469304,0.17540667351613004,False,2.518745742476625,-1.636705718262665,1.583683531006147
C[C@@H](O)COC(=O)c1cc[nH]c1,2.560946795822032,-1.72168562890845,1.611701368481211,2,3,12,169.18,True,False,False,4,PM7,16,248135,0.13403247931926981,0.09893186207489771,False,2.518745742476625,-1.636705718262665,1.583683531006147
C[C@H](O)COC(=O)c1cc[nH]c1,2.560946795822032,-1.72168562890845,1.611701368481211,2,3,12,169.18,True,False,False,4,PM7,16,248135,0.13403247931926981,0.09893186207489771,False,2.518745742476625,-1.636705718262665,1.583683531006147
CC[C@H](N)CNC(=O)c1cc[nH]n1,2.4612959482794774,-1.5650828863082304,1.4540984833221586,3,3,13,182.22700000000003,True,False,False,5,PM7,16,248135,0.13534128728087377,0.15881622553671693,False,2.518745742476625,-1.636705718262665,1.583683531006147
CC[C@@H](N)CNC(=O)c1cc[nH]n1,2.4612959482794774,-1.5650828863082304,1.4540984833221586,3,3,13,182.22700000000003,True,False,False,5,PM7,16,248135,0.13534128728087377,0.15881622553671693,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCCCOc1cc[nH]c1C(=O)O,2.5730202044939827,-1.538656546286269,1.6758014417494838,2,2,13,183.20699999999997,True,False,False,4,PM7,16,248135,0.13538025980642862,0.14506917947051276,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCc1nc(NC(=O)CN(C)C)n[nH]1,2.492049734627789,-1.6969651959872376,1.4755542857898822,2,4,14,197.242,True,False,False,6,PM7,16,248135,0.1365735605234326,0.1266325991273278,False,2.518745742476625,-1.636705718262665,1.583683531006147
CCC(=O)NCCc1sccc1C,2.5213022764009247,-1.7096471494060732,1.4762257407334496,1,2,13,197.303,True,False,False,2,PM7,16,248135,0.13920778487267463,0.12990059635446513,False,2.518745742476625,-1.636705718262665,1.583683531006147
CC(C)CC(=O)Nc1cc[nH]n1,2.4937595908303307,-1.5699312487757695,1.4315621718688545,2,2,12,167.21200000000002,True,False,False,4,PM7,16,248135,0.13944860142063192,0.1680001352830559,False,2.518745742476625,-1.636705718262665,1.583683531006147
C=C[C@@H](O)C(=O)Nc1cc(C)on1,2.6271157325325074,-1.6478738569233078,1.465075545310884,2,4,13,182.17899999999997,True,False,False,5,PM7,16,248135,0.1397359512173644,0.16104855273035865,False,2.518745742476625,-1.636705718262665,1.583683531006147
