smiles,latent_1,latent_2,latent_3,HBD,HBA,heavy_atoms,MW,has_heteroatoms,has_halogens,has_charges,protonatable_sites,calculation_type,cluster_id,dft_representative,distance_to_dft,distance_to_centroid,is_cluster_center,centroid_latent_1,centroid_latent_2,centroid_latent_3
OCCn1nnnc1-c1ccccn1,4.984627625863029,2.3146288655330025,-2.55228024479352,1,6,14,191.19400000000005,True,False,False,6,PM7,0,434490,0.21460880021524564,0.25894953786051256,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cn1ccc(CNc2nncn2C)n1,4.892979657115759,2.4194082211490504,-2.553178292304604,1,6,14,192.22600000000003,True,False,False,6,PM7,0,434490,0.2194823255227407,0.23206159210432287,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cc1nnc(NCc2cncn2C)o1,5.053197911889661,2.2453841037068134,-2.2142617950097088,1,6,14,193.20999999999998,True,False,False,6,PM7,0,434490,0.22212805652718506,0.24305332686904432,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
OCCn1ncc2ncccc21,4.7572857026175885,2.1682896746440106,-2.283708587732626,1,4,12,163.18,True,False,False,4,PM7,0,434490,0.22480019520945502,0.26222590853102135,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Nc1cn(CCc2ccsc2)nn1,5.069823301703985,2.477683845211701,-2.3599920503920377,1,5,13,194.263,True,False,False,4,PM7,0,434490,0.2271150029471314,0.20229233120667156,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cc1ccc(CNc2nnnn2C)o1,4.875757677510696,2.17161042568278,-2.188907495162803,1,6,14,193.21,True,False,False,6,PM7,0,434490,0.22788320918644356,0.25698325443479975,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
C[C@@H](N)c1cn(Cc2cnc[nH]2)nn1,4.6983805699053125,2.3898814219473308,-2.455071305997257,2,5,14,192.226,True,False,False,6,PM7,0,434490,0.2351049695663508,0.23371284144155272,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
C[C@H](N)c1cn(Cc2cnc[nH]2)nn1,4.6983805699053125,2.3898814219473308,-2.455071305997257,2,5,14,192.226,True,False,False,6,PM7,0,434490,0.2351049695663508,0.23371284144155272,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
COCc1cn(Cc2nc[nH]n2)nn1,4.85088505048989,2.120094668201937,-2.4743254514950537,1,6,14,194.19800000000004,True,False,False,7,PM7,0,434490,0.24302254582239938,0.3123434895489461,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
CNCc1cn(Cc2cnc[nH]2)nn1,4.999818976077365,2.3943376683682827,-2.5744639170790427,2,5,14,192.226,True,False,False,6,PM7,0,434490,0.25033051531886624,0.27400495339988323,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
C[C@H](N)c1cn(Cc2cc[nH]n2)nn1,5.03772875884649,2.508254900357381,-2.463024023373058,2,5,14,192.22600000000003,True,False,False,6,PM7,0,434490,0.2523510234899343,0.23453861788627953,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
C[C@@H](N)c1cn(Cc2cc[nH]n2)nn1,5.03772875884649,2.508254900357381,-2.463024023373058,2,5,14,192.22600000000003,True,False,False,6,PM7,0,434490,0.2523510234899343,0.23453861788627953,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
COCc1cn(Cc2cnc[nH]2)nn1,4.957664260687023,2.0959026048662417,-2.446746757772753,1,5,14,193.21,True,False,False,6,PM7,0,434490,0.25383525200220264,0.3262346318600747,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
OCCn1nccc1-c1ccncc1,4.759407903331092,2.133833914785137,-2.2631222636225776,1,4,14,189.21800000000002,True,False,False,4,PM7,0,434490,0.2555712343858701,0.29449289167597553,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
N#Cc1nnc2ncnn2c1N,5.109345099005946,2.193454388517026,-2.2738832428316686,1,7,12,161.128,True,False,False,7,PM7,0,434490,0.2595975811280642,0.29793686180833456,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cn1nnnc1NCc1ccon1,4.801358123538606,2.268605724327698,-2.5886343051931857,1,7,13,180.17100000000002,True,False,False,7,PM7,0,434490,0.26049230681645524,0.30572268084783216,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cn1cc(-c2noc(CCN)n2)cn1,4.647632316116085,2.382585835128596,-2.3326603937357024,1,6,14,193.21,True,False,False,6,PM7,0,434490,0.2607727612492332,0.24385048647829405,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
CNCc1cn(Cc2nc[nH]n2)nn1,4.8930397658802285,2.418529731703978,-2.602042610801343,2,6,14,193.21400000000003,True,False,False,7,PM7,0,434490,0.26414874567694663,0.28051685377232305,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cn1ccc(CNc2nnco2)n1,4.775734791132487,2.2473516832852654,-2.133683214699885,1,6,13,179.18300000000002,True,False,False,6,PM7,0,434490,0.2660705054376763,0.26379591685358406,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cn1cc(CSc2ncn[nH]2)nn1,4.799719041164511,2.519306994502921,-2.2013236668796865,1,6,13,196.23900000000003,True,False,False,6,PM7,0,434490,0.2671297306215255,0.19948401857198442,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cc1ocnc1CNc1nnnn1C,4.764452073393776,2.104301260114177,-2.275856805549399,1,7,14,194.198,True,False,False,7,PM7,0,434490,0.27192118004691546,0.3163578391862027,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
Cc1cnc(CNc2nncn2C)o1,5.010502668043177,2.251014539027409,-2.116229314579615,1,6,14,193.21,True,False,False,6,PM7,0,434490,0.2729262859934146,0.27637393052140113,False,4.8911667179404725,2.39032143717609,-2.3229539348190196
