original_index,smiles,latent_1,latent_2,latent_3,HBD,HBA,heavy_atoms,MW,has_heteroatoms,has_halogens,has_charges,protonatable_sites,cluster_id,calculation_type,is_cluster_center,distance_to_centroid,dft_representative,distance_to_dft,centroid_latent_1,centroid_latent_2,centroid_latent_3
666307,CC[C@@H](CO)C(=O)NC[C@@H](C)C1CC1,-2.1583597408318305,-3.5755755352261422,-1.5911501529340406,2,2,14,199.29399999999995,True,False,False,3,190,DFT,True,0.076332566801062,329813,0.0,-2.086491797205408,-3.5631204916138612,-1.613656403664985
862671,CC(=O)Nc1cc(CC2CC2)[nH]n1,1.4767348939197316,1.2580730749100892,1.8969699222576024,2,2,13,179.22299999999998,True,False,False,4,191,DFT,True,0.07137366478286801,123898,0.0,1.4143035181398758,1.2792398044892999,1.869611323943869
112915,O=C(O)CO[C@@H]1CCCNC1,-1.926792604942802,1.7575688072155362,3.441460982455524,2,3,11,159.185,True,False,False,4,192,DFT,True,0.054859893090143184,774231,0.0,-1.9552104941884776,1.7466916058837294,3.487108741785745
543908,CCN(CC)C[C@@H]1CCCN1,-1.530576850509746,0.3890141656478049,-1.5878452285999207,1,2,11,156.273,True,False,False,2,193,DFT,True,0.027752532257067114,277878,0.0,-1.532299886904253,0.3625631888781239,-1.579624521805943
425691,CC(C)C[C@@]1(C)NCCNC1=O,-0.231078340894038,1.0318385160132637,-0.0921079685425365,2,2,12,170.256,True,False,False,3,194,DFT,True,0.051987911354173716,159183,0.0,-0.18458797217288556,1.0426930059017978,-0.11268875065596516
89256,CCNC(=O)[C@@H]1C[C@@H]1C(=O)OC,-2.2807312383670726,-2.124665428394803,6.218799969676167,1,3,12,171.19599999999997,True,False,False,4,195,DFT,True,0.16340607884367642,290235,0.0,-2.2959257125595904,-2.265839073936416,6.299674417813819
789934,C[C@@H]1C[C@@H](NC(=O)CC2CC2)CO1,-4.834087914460331,2.59764718605291,1.9850071941654508,1,2,13,183.25099999999995,True,False,False,3,196,DFT,True,0.12630034625762804,562129,0.0,-4.887307361520621,2.4918444179608983,2.0288847759523008
275125,CCOC[C@@H](C)N[C@@H]1CCOC1,-3.317795559317429,0.3296778043367967,-2.706646652810023,1,3,12,173.25599999999994,True,False,False,3,197,DFT,True,0.04312062562024441,308813,0.0,-3.3269028083520897,0.31915952189142793,-2.665832291326577
663710,CNC(=N)NCCC(C)(C)C1CC1,-1.3040163214559195,-1.5785034160291307,0.7791090821375293,3,1,13,183.29899999999998,True,False,False,3,198,DFT,True,0.07023133852157137,415005,0.0,-1.288548012937344,-1.5126031841478338,0.797826234167072
670027,CCCCCNCc1cnn(C)n1,2.290792512825772,-1.155677778014656,-4.184146329457959,1,4,13,182.271,True,False,False,4,199,DFT,True,0.027013259824211915,233832,0.0,2.3055318747779783,-1.1343663933908446,-4.191781268946141
371587,CC(C)(O)CCNc1ncc(O)cn1,3.783040800269072,-0.0122238258615393,-1.375312256620532,3,5,14,197.23800000000003,True,False,False,5,200,DFT,True,0.05192582825409895,139594,0.0,3.7435976787480794,0.021154691102244494,-1.3701735398689705
409042,Cc1ccnc(N2CC(C(=O)O)C2)n1,2.21986595523156,2.2895862773582785,2.415890721023864,1,4,14,193.206,True,False,False,5,201,DFT,True,0.10922549104261906,665320,0.0,2.318625831628154,2.3312097417782507,2.3948150972534963
299650,CN(CC1CCCC1)C[C@H](O)CO,-3.316185701134528,-0.297159422528107,-5.124565361369473,2,3,13,187.28300000000002,True,False,False,3,202,DFT,True,0.2287026186765401,402539,0.0,-3.182899607649736,-0.4684487896557958,-5.052456708753674
646626,CC[C@@H]1CCN(CC[C@@H](C)O)C1,-2.718847550437632,0.9146308339882364,-4.373202393452306,1,2,12,171.284,True,False,False,2,203,DFT,True,0.10885037670386422,341897,0.0,-2.8268757077681226,0.9271692436007076,-4.3777969572772895
25702,C=CCNC(=O)CN1CCNCC1=O,-1.3588478650198976,-0.7386221328875439,3.9453237812374535,2,3,14,197.23799999999997,True,False,False,5,204,DFT,True,0.0760923621290499,81838,0.0,-1.352793898176019,-0.6791590223926726,3.89823306505999
324972,CC(C)CNC(=O)CCc1nc[nH]n1,1.627416877761459,-2.453022008341177,0.2906166935318955,2,3,14,196.254,True,False,False,5,205,DFT,True,0.04131092020299223,154507,0.0,1.6315865236621068,-2.4212413847850507,0.3166781237970402
1113290,C[C@@]1(NC(=O)CC2CC2)CC=CCC1,-2.6702633477561157,1.0186401453865015,2.2186848425716983,1,1,14,193.28999999999996,True,False,False,2,206,DFT,True,0.04725962566369336,574224,0.0,-2.6887012766041836,1.050061114803719,2.188581060773587
366317,NCc1ccnc(NCC2CC2)n1,2.093494048402347,2.490517518317407,-1.819803456234444,2,4,13,178.23899999999998,True,False,False,4,207,DFT,True,0.1143232239491402,734662,0.0,2.0188886228497673,2.5100409280634124,-1.7354075648407672
90064,C[C@@H](NC(=O)c1ccon1)C(=O)O,1.6884444404470924,-2.0013864570346964,4.059334208523103,2,4,13,184.15099999999995,True,False,False,6,208,DFT,True,0.06386418668516378,533725,0.0,1.648045289950026,-2.0416509814609785,4.030605981066502
763707,C[C@@H](NCC1(C)CC1)c1cn[nH]c1,1.536982213098494,0.4704049221466769,-1.176527283768726,2,2,13,179.26700000000002,True,False,False,3,209,DFT,True,0.04079813651860445,534609,0.0,1.5181274284943718,0.47511277129196405,-1.2123995738733186
1037449,CC(C)CCCN(C)C1(CO)CCC1,-1.5374021205138293,-2.2551220954100963,-3.2332826231654828,1,2,14,199.33799999999997,True,False,False,2,210,DFT,True,0.05926260048874107,149658,0.0,-1.5515616694052148,-2.3036645159343827,-3.2023763713460864
975417,C=C[C@H](CO)NCc1ccc(CC)o1,1.9219678431411509,-1.895457862114304,-2.1686729564856764,2,3,14,195.26199999999997,True,False,False,3,211,DFT,True,0.07814591663257306,103010,0.0,1.970600001872692,-1.9136554403059616,-2.1102730800182234
365595,CN(C)CC(=O)NCC1CC1,-2.3023398997308364,-1.591781364298516,1.3175472555593,1,2,11,156.22899999999996,True,False,False,3,212,DFT,True,0.04630479984560302,397000,0.0,-2.292418025209575,-1.6129131717777319,1.2775580369199335
285140,C[C@@H]1CCN([C@@H]2CNC[C@H]2O)[C@@H]1C,-3.174137643966067,4.797342117132686,-0.3993132281170065,2,3,13,184.28300000000002,True,False,False,3,213,DFT,True,0.06213122681705173,552055,0.0,-3.152786155635687,4.833503969092521,-0.35352323188743096
482846,C#CCNC(=O)c1cnc(S)[nH]1,1.8487011490168448,-1.0977199237127704,1.69822702907726,3,3,12,181.22000000000003,True,False,False,4,214,DFT,True,0.0416813870774926,14738,0.0,1.8843619500672801,-1.1120434430995751,1.6820875715423593
371484,CCCN[C@@H]1[C@@H]2C[C@@H]3[C@@H]1NC[C@@H]3C2,-3.288109217593149,2.55928584589888,-0.7147783285726127,2,2,13,180.29499999999996,True,False,False,2,215,DFT,True,0.06217856326672932,254337,0.0,-3.32518281722066,2.583560302458541,-0.7583956725920138
75199,CCO[C@@H](C)C(=O)NS(C)(=O)=O,-0.393046668834061,-3.090314507151417,2.262083854165253,1,4,12,195.23999999999998,True,False,False,5,216,DFT,True,0.04397765750986053,312529,0.0,-0.3954335685070162,-3.0892861961216385,2.2181830609328763
968941,C=C(CC)CNc1cc(N)ncn1,4.160947278811684,-0.2085192101842416,0.8031451258944079,2,4,13,178.23899999999998,True,False,False,4,217,DFT,True,0.02334609480835891,56652,0.0,4.161705088299254,-0.19265556738751974,0.7860334133909953
23556,C[C@@H](N)C(=O)N[C@@H]1COC(=O)C1,-1.2726058875018618,0.1066844499133354,2.4421116754486825,2,4,12,172.18399999999997,True,False,False,5,218,DFT,True,0.025652985154545973,529776,0.0,-1.2624083966916584,0.09440102411053661,2.4220317282609454
676506,C/C=C/C(=O)NCCN(CC)C(C)C,-0.9227378609545036,-5.104510499001583,1.5945820955226475,1,2,14,198.31,True,False,False,3,219,DFT,True,0.025098223893100343,36483,0.0,-0.9177499546944645,-5.113296468972722,1.5716071446979887
596171,CC[C@@H](C)n1cccc(C(=O)O)c1=O,2.581583966794597,-0.6590137008861641,2.4774140016885315,1,3,14,195.21799999999996,True,False,False,4,220,DFT,True,0.04800602979294718,328102,0.0,2.593550098548252,-0.6137254120556008,2.487919309020304
1097661,CC(C)N(CCC[C@@H](C)O)C(C)C,-0.4499557938670325,-4.206338412007672,-4.852590501626229,1,2,13,187.327,True,False,False,2,221,DFT,True,0.02837888753110523,162549,0.0,-0.4302167848598396,-4.191990500112414,-4.838103603919577
647133,Cc1cc2cc[nH]c(=O)c2cn1,5.441860320839777,2.406921776023156,0.6668115159589383,1,2,12,160.176,True,False,False,3,222,DFT,True,0.04198785493853059,653425,0.0,5.402773373494461,2.393976152616468,0.6585895122995025
243513,Cc1cc(CN2CCN(C)CC2)n[nH]1,1.9069453900439357,4.510293505226604,-1.6193716084505578,1,3,14,194.282,True,False,False,4,223,DFT,True,0.05072645582456254,648335,0.0,1.9290469401340147,4.4646388586219246,-1.618781652910863
143864,CC#CC(=O)N[C@@H]1C=CS(=O)(=O)C1,-0.4231689065191119,-0.5233541546977275,2.746785786263984,1,3,13,199.23099999999994,True,False,False,4,224,DFT,True,0.05775628993385714,108298,0.0,-0.46811069018937,-0.5542895029009751,2.7657338557963485
70937,N[C@@H]1C[C@@H]1C(=O)NC1CC1,-3.249825099774009,1.9792955957425664,3.342280142331643,2,2,10,140.18599999999998,True,False,False,3,225,DFT,True,0.03609202590533679,741090,0.0,-3.2485412227191053,2.0101925582910347,3.323669293373631
880586,CC[C@@H](C)NC(=O)C1CCOCC1,-3.7734164622847577,0.1658547362345361,0.4695760686755886,1,2,13,185.26699999999994,True,False,False,3,226,DFT,True,0.044455404707022285,323860,0.0,-3.7729940901476477,0.18488902382408015,0.42940393274281224
121603,O=C1CC(C(=O)Nn2ccnn2)C1,1.1601737895067636,1.7690071481120506,2.9343198464595166,1,5,13,180.167,True,False,False,6,227,DFT,True,0.06382135168023495,785954,0.0,1.198399322493344,1.763478171807434,2.985127365383462
571422,COC(=O)C(C)(C)[C@@H]1CCCNC1,-1.6049782265075074,1.224567055198872,2.3189083993314124,1,3,13,185.26699999999997,True,False,False,3,228,DFT,True,0.037331368112888064,442929,0.0,-1.5756431336013266,1.247637708348963,2.31799827154154
378883,CCCCNC(=O)C1(C(N)=O)CCC1,-2.1181670823809684,-3.309297087318978,2.753320421882001,2,2,14,198.2659999999999,True,False,False,4,229,DFT,True,0.0707498022740247,237421,0.0,-2.073422768753945,-3.2598071603611176,2.7768624704242533
845629,Cn1cnnc1NCc1ccccc1,6.781072205381497,2.699429474521559,-1.4037911448130955,1,4,14,188.23400000000004,True,False,False,4,230,DFT,True,0.08322849784587066,696300,0.0,6.8240511112026025,2.6873878545531373,-1.4740392472546329
195994,CC(C)(O)c1cn(CC2CC2)nn1,0.253241816437158,2.256976606536139,-2.467465703250636,1,4,13,181.23899999999998,True,False,False,4,231,DFT,True,0.0843748078293524,140666,0.0,0.22314856735696809,2.271791031471595,-2.5448868719958155
953558,CN(C)[C@@H]1CCCC(=NNC2CC2)C1,-2.20126329162409,1.9581482615435533,-0.2431798113041522,1,3,14,195.30999999999997,True,False,False,3,232,DFT,True,0.045882443630362604,399160,0.0,-2.166632483294251,1.9620680408970208,-0.21333787641823226
599080,CCC[C@@H](N)C(=O)c1ccccc1,3.798414942446152,-1.179102601210607,0.1701842050224783,1,2,13,177.247,True,False,False,2,233,DFT,True,0.032456647873660684,261621,0.0,3.7918158744047545,-1.1589282979648408,0.1456305132282149
451401,NCc1cc(C(=O)O)cc(N)c1O,4.87279348743362,0.9880532266850652,3.1163433428401177,4,4,13,182.17899999999997,True,False,False,5,234,DFT,True,0.07904249346864085,733827,0.0,4.843864906961939,0.9993394390043498,3.1890308549527058
266306,Cn1cnc(NCc2cncn2C)n1,5.036910522633659,2.435470748847225,-2.311369131599836,1,6,14,192.226,True,False,False,6,235,DFT,True,0.04554574799031586,695431,0.0,5.05784216473862,2.4456256861645933,-2.2722135602610405
651327,CCCC[C@@H](C)N(C)C(=O)[C@H](C)N,-0.5512698879412657,-4.282397578555758,-1.9540857452682283,1,2,13,186.29899999999998,True,False,False,3,236,DFT,True,0.02485821012324542,242042,0.0,-0.5443407743675086,-4.304752434944586,-1.9457084908583218
488995,C[C@@H](C#N)C(=O)NOCC1CCC1,-2.3073117096448845,-1.3579466405020022,0.1138543581288736,1,3,13,182.22299999999996,True,False,False,4,237,DFT,True,0.05036869210275567,514302,0.0,-2.339749937805351,-1.3945500001825806,0.1018144013994692
532324,C[C@@H]1CCCN(C[C@@H]2CCCCN2)C1,-4.919606054878246,6.530220525619569,-1.3917928789619272,1,2,14,196.33799999999997,True,False,False,2,238,DFT,True,0.06580456811641625,548561,0.0,-4.854119772129886,6.523890270006237,-1.3931027723391973
1060376,CC(C)[C@@H](C)SCc1cnn[nH]1,2.1604396369264305,-0.6588996745567937,-2.2115248126385856,1,3,12,185.29600000000005,True,False,False,3,239,DFT,True,0.031165725509125,172355,0.0,2.1336344052664495,-0.6723951887328307,-2.219930352436199
930772,C#C[C@H](N[C@@H]1CCOC[C@@H]1C)C(C)C,-4.124743219386265,1.459005179338543,-3.052399616589655,1,2,14,195.306,True,False,False,2,240,DFT,True,0.04918867236870863,28983,0.0,-4.1449541981825195,1.4505911123880628,-3.008351400929468
71041,C[C@@H](CO)NC(=O)c1cncn1C,1.8988157290659764,-1.5387554457611003,-0.500671280137263,2,4,13,183.21099999999998,True,False,False,5,241,DFT,True,0.055430654766373266,527185,0.0,1.8700161289760722,-1.5825575819314812,-0.5186855353092611
57731,COC(=O)c1ccc(C(N)=O)cn1,3.851118731921479,-0.8286012378945595,5.650579719161375,1,4,13,180.16299999999998,True,False,False,5,242,DFT,True,0.11006625699355506,453510,0.0,3.8941140359763073,-0.7292055199606275,5.6309207259470115
284934,C[C@@H]1CN(CCn2cccn2)C[C@H]1N,0.0987216747120404,4.30380480770745,-2.4792505870041257,1,4,14,194.28199999999998,True,False,False,4,243,DFT,True,0.07175878534642172,557764,0.0,0.15627744322920856,4.330822778399326,-2.512517478119541
253272,CCNC(=O)CC(=O)N[C@H]1CC1(C)C,-2.232822739693096,-2.90102690177954,4.340991433558273,2,2,14,198.26599999999996,True,False,False,4,244,DFT,True,0.0860547765656261,286014,0.0,-2.307938849189942,-2.874253645941678,4.308646612710754
1003916,COc1c(C)cc(N)c(C)c1C,4.908887360728829,1.026218669731923,0.1270352819007952,1,2,12,165.236,True,False,False,2,245,DFT,True,0.051901178347400996,499059,0.0,4.951786404167972,1.055017209590823,0.13193920765987685
428747,C1CC[C@@H](CN[C@@H]2CCOC2)OC1,-6.169500921860162,6.427062720799895,-1.9068735792596256,1,3,13,185.26699999999997,True,False,False,3,246,DFT,True,0.13303992058466246,44375,0.0,-6.19803857017406,6.318286388263883,-1.8357895966904103
243478,CO[C@@]1(C)C[C@H]1NCc1cnccn1,3.5890410953167287,1.7533687987930184,-1.489939836821759,1,4,14,193.25000000000003,True,False,False,4,247,DFT,True,0.06813124560958841,492208,0.0,3.5265540366906483,1.7804891006794987,-1.4912526041892027
343029,OCCOCCNc1ccccn1,4.275964814820598,-0.6450431075297085,-2.172280796148915,2,4,13,182.22300000000004,True,False,False,4,248,DFT,True,0.05319953590233599,802657,0.0,4.228388804692731,-0.6466272489807946,-2.1485278094651314
32562,OC[C@@]1(O)CCCNC1,-1.0839903242260898,2.210469216775978,-0.2886637566055847,3,3,9,131.175,True,False,False,3,249,DFT,True,0.023229724014490864,805276,0.0,-1.0831819679681498,2.23292352028224,-0.2945604414367698
923187,N#C[C@@]1(N)CCc2ccccc21,3.371136037321881,2.014549074231033,-0.1332488486698598,1,2,12,158.20399999999998,True,False,False,2,250,DFT,True,0.04652444615895577,706407,0.0,3.361276313532443,1.973469821767412,-0.15273743389874828
103714,O=C(N1CC[C@@H](O)C1)C1(O)CCC1,-3.290881081389468,3.0270573723803853,1.9273710972168063,2,3,13,185.22299999999996,True,False,False,4,251,DFT,True,0.055401666826224265,759558,0.0,-3.2907026352254665,3.056414316768772,1.974354952531879
365127,Cc1cnccc1OC1CNC1,4.055470529982088,3.5663593170355163,0.0580971504974926,1,3,12,164.20799999999997,True,False,False,3,252,DFT,True,0.08678110767243481,671463,0.0,4.099670312350487,3.592945748697029,0.12788612913272251
1055543,C[C@@H](C[C@@H](C)N)NCCC(C)(C)C,-0.2804303717817801,-3.3987070947088043,-2.8410690442056725,2,2,13,186.343,True,False,False,2,253,DFT,True,0.06815861016135566,528306,0.0,-0.3003327063783341,-3.447801372279802,-2.8839554654426593
699877,CCN(C(=O)CCC(C)(C)O)C1CC1,-1.5669677124417971,-2.5985652769491314,0.5805371829546851,1,2,14,199.29399999999998,True,False,False,3,254,DFT,True,0.04416216913933632,273162,0.0,-1.533562748209731,-2.6270286746982534,0.575613715038571
518170,C[C@@H](C[C@@H](C)O)NC(=O)NCCC#N,-1.064924483204695,-6.289049483690582,-3.1583969666353657,3,3,14,199.254,True,False,False,5,255,DFT,True,0.039391564635595636,528381,0.0,-1.0442619671371587,-6.299793568118204,-3.1901667706009436
