smiles,latent_1,latent_2,latent_3,HBD,HBA,heavy_atoms,MW,has_heteroatoms,has_halogens,has_charges,protonatable_sites,calculation_type,cluster_id,is_cluster_center,distance_to_centroid,centroid_latent_1,centroid_latent_2,centroid_latent_3
C=CCCSc1n[nH]c(CO)n1,2.0265143622082515,-1.4275918446256353,-0.6869814662452611,2,4,12,185.25199999999998,True,False,False,4,DFT,89,True,0.02443650838299683,2.0491860511492175,-1.430377544575483,-0.6956634785872113
C=CCCCNC[C@H](O)COCC,-1.0697018918022865,-6.339174825041965,-3.2105304649356774,2,3,13,187.28299999999996,True,False,False,3,DFT,90,True,0.03755572091678426,-1.057119794830134,-6.372771366435481,-3.2216388138569396
C[C@@H]1C[C@@H]1CN[C@H](CO)C1CC1,-3.3675162934040808,0.7571178304571529,-2.868958032801704,2,2,12,169.26799999999997,True,False,False,2,DFT,91,True,0.049739140960245495,-3.331097951735336,0.7253884733947932,-2.857086451863555
O=C(O)Cn1c(=O)oc2ccccc21,3.198157270484136,1.2754051790264598,3.379574869274552,1,4,14,193.15800000000002,True,False,False,5,DFT,92,True,0.03987576431421946,3.174802087601681,1.3076443598723286,3.3772841858486675
Cc1ccsc1[C@H](O)C(C)(C)CN,3.0582552888308934,-0.047665488673644,-1.201045651633559,2,3,13,199.31899999999996,True,False,False,2,DFT,93,True,0.0579278624226061,3.0797773396643477,-0.004194856341912689,-1.1693795388715855
CCCCN(C)CCCN,-0.2606094195844881,-3.3994879261556723,-3.962728117854409,1,2,10,144.26199999999997,True,False,False,2,DFT,94,True,0.041498610622656217,-0.2621659883170029,-3.3764156563941343,-3.9282697060302607
CC[C@@H]1C[C@H]1CNC(=O)c1cn[nH]c1,0.3265304522026587,0.8351110128294273,1.906525776946369,2,2,14,193.25000000000003,True,False,False,4,DFT,95,True,0.028569998704078524,0.30058021262369405,0.8239451867189135,1.9022650001374817
C#CC1(O)CN(C(=O)OC(C)(C)C)C1,-1.2625637624650414,-0.8580429784188807,1.6371799878865738,1,3,14,197.23399999999998,True,False,False,4,DFT,96,True,0.035295951182595514,-1.244172362346427,-0.8876602436252348,1.6426916276841004
CC(C)(O)CSCC1(C)COC1,-0.676464118705615,0.0313553162004023,-0.8682790927169437,1,3,12,190.308,True,False,False,2,DFT,97,True,0.010782969616298654,-0.6819707684389882,0.022176436820189716,-0.8695819418192839
CCCC[C@]1(C)NC(=O)NC1=O,0.3579242188045719,-0.4011394027743903,0.0435751551724003,2,2,12,170.212,True,False,False,4,DFT,98,True,0.059948846601724844,0.36909024325029416,-0.3505541889310968,0.07374666901216209
CC[C@]1(CO)CCCN1CCC(C)C,-1.5165929516894234,-0.8961643477124446,-3.3427810555722592,1,2,14,199.33799999999997,True,False,False,2,DFT,99,True,0.025976622166611115,-1.510543555329006,-0.8901824681533091,-3.3182370783109953
C[C@@H](O)CN(C)[C@H](C)C1CCCCC1,-2.80865044768113,-0.3047780435074491,-3.6209174371470607,1,2,14,199.33799999999994,True,False,False,2,DFT,100,True,0.016814471945107046,-2.8025741344156403,-0.31876439081470453,-3.628001713602229
CC(C)C[C@H](CN)N1CCCCC1,-2.1208909567041925,1.207131388825857,-2.3699674496433394,1,2,13,184.32699999999994,True,False,False,2,DFT,101,True,0.0630565032056571,-2.1443595276073375,1.1874239075566826,-2.3148587937142184
C[C@H]1[C@@H](O)CCN1C(=O)CCN,-2.551011948228608,1.5807469838157893,1.607425129530536,2,3,12,172.22799999999998,True,False,False,4,DFT,102,True,0.028791216139712927,-2.535799518404395,1.5591331394322436,1.6188425651712974
C=C(CC)CNC(=O)c1ncnn1C,1.9927491650263185,-1.6176911981751023,2.6787722765265345,1,4,14,194.238,True,False,False,5,DFT,103,True,0.056031144331148586,1.9465625950736136,-1.6314855630427605,2.707338084566214
Cc1ccc(CNN)o1,2.6231109660733662,1.0919620671654136,-0.6027238582616188,2,3,9,126.15900000000002,True,False,False,3,DFT,104,True,0.06219550603962986,2.5980064912524288,1.0978878787102428,-0.6593183020969081
Nc1nccc(NC2CCCC2)n1,1.1758870844890523,4.124355721234977,-0.7021749913485404,2,4,13,178.23899999999995,True,False,False,4,DFT,105,True,0.052759536774871656,1.1648881347375206,4.159678808303076,-0.7397897669698551
Cc1ccccc1CNC(=O)C(=O)O,4.057164210483038,-0.5089847398334177,3.5865299998805127,2,2,14,193.202,True,False,False,4,DFT,106,True,0.09337992593706047,3.985822262915456,-0.5029808149420889,3.6464807294104733
CC[C@H](C)C[C@H](C)NC1CCOCC1,-3.767229531233719,0.3900476369535533,-3.910079099725065,1,2,14,199.33799999999994,True,False,False,2,DFT,107,True,0.06973789020703043,-3.818035888522918,0.4013592978097861,-3.8636664536229124
C=CCOCCN[C@H](C)[C@@H](C)O,-0.5577733251164471,-4.349646884385218,-2.100181299116449,2,3,12,173.256,True,False,False,3,DFT,108,True,0.03474966860550397,-0.5609869203466141,-4.351742983419319,-2.065644092473059
C[C@@H]1C[C@H]1NC(=O)[C@@H]1NC[C@@H]2C[C@@H]21,-4.289540336372604,3.3489504049847385,2.7831452231741616,2,2,13,180.25099999999998,True,False,False,3,DFT,109,True,0.1174044241467714,-4.361182400401322,3.329617539071111,2.874125736288266
O=C1NCCC2(CCOCC2)O1,-1.574477851556872,4.016412630581464,0.880777883629981,1,3,12,171.19599999999997,True,False,False,4,DFT,110,True,0.07563912206917421,-1.6274947847243526,4.06966390076211,0.8894256468701632
O=C(NC1CN(C(=O)O)C1)C1CC1,-3.644382681359616,1.3053513552664031,5.376877392488186,2,2,13,184.195,True,False,False,5,DFT,111,True,0.1406323566218317,-3.5473871767766445,1.2739230252417517,5.280018774432969
C[C@H]1C[C@H]1C(=O)NOCCC1CC1,-3.904812466292587,0.7122236404456562,2.2187659264930444,1,2,13,183.25099999999995,True,False,False,3,DFT,112,True,0.01479332892070101,-3.898197533941852,0.7254543087084001,2.2189521195983777
CC(=O)N[C@H](CC1CC(=O)C1)C(=O)O,-1.0769800702226475,-1.671102285775641,5.065181233232995,2,3,14,199.20599999999996,True,False,False,5,DFT,113,True,0.07388599974826583,-1.0470422182059886,-1.6099266516026804,5.0365384722109585
