smiles,latent_1,latent_2,latent_3,HBD,HBA,heavy_atoms,MW,has_heteroatoms,has_halogens,has_charges,protonatable_sites,calculation_type,cluster_id,is_cluster_center,distance_to_centroid,centroid_latent_1,centroid_latent_2,centroid_latent_3
O[C@@H]1CCN(CC2CCCCC2)C1,-5.9023164574542255,6.754687057121323,-2.157818987375785,1,2,13,183.29499999999993,True,False,False,2,DFT,114,True,0.07598505622038261,-5.8762708451038455,6.742310652842239,-2.0875183510825828
COc1c(N)cccc1C1CC1,3.380942364162965,1.9931926300193528,0.4527775822089484,1,2,12,163.21999999999997,True,False,False,2,DFT,115,True,0.07104722092026655,3.3617125615177765,2.061553504099046,0.4506065949264907
C[C@@H](CN(C)CC1=CCCC1)C(=O)O,-0.0353629623540579,-2.0129443209616515,-0.0185617802759633,1,2,14,197.27799999999996,True,False,False,3,DFT,116,True,0.0447374397856475,-0.07595330799935918,-2.031744788903135,-0.017925569500623295
CCOCCN[C@H](C)c1cccs1,1.9507033351935148,-2.099003699701162,-1.810847621177652,1,3,13,199.31900000000002,True,False,False,2,DFT,117,True,0.08169791261962979,1.8897104290738511,-2.139980597180024,-1.8465590787576696
CCOC(=O)c1[nH]ccc1C=O,2.5617656697530986,-0.8687586144029033,3.787998349101192,1,3,12,167.164,True,False,False,4,DFT,118,True,0.10509545171096457,2.4769064242768324,-0.8103168083824707,3.8086990190565486
CCCCCN(C)CC[C@@H](C)O,-0.638872627137033,-5.004834276479474,-5.835140149806518,1,2,12,173.3,True,False,False,2,DFT,119,True,0.0363765172760316,-0.6417415198420289,-4.972545719839254,-5.851646802219166
CC#CCCNC(=O)OCCC,-0.5791735783990701,-4.154250508710361,0.1845223509293472,1,2,12,169.22399999999996,True,False,False,3,DFT,120,True,0.03469107320486472,-0.5767432857826799,-4.122195002407343,0.17148361043951532
CC(C)CNN=C1CCCC[C@H]1C,-1.4685572927543449,0.3311322088529738,-1.8168415751503293,1,2,13,182.31099999999998,True,False,False,2,DFT,121,True,0.06196732931130451,-1.4703160462344895,0.3613542504576983,-1.7627723150350472
CC1(C)CN[C@@H](C(=O)O)COC1,-1.8959336637680224,1.8345381926823905,2.632253220567689,2,3,12,173.21199999999996,True,False,False,4,DFT,122,True,0.04077515769105993,-1.8964101804127824,1.8619785372769297,2.6020967303018936
C[C@H](C(N)=O)N1CC[C@@](C)(CN)C1,-0.9437562065926296,0.1531801521943397,1.3906409993137017,2,3,13,185.27099999999996,True,False,False,4,DFT,123,True,0.08912543276969583,-0.9216633845049396,0.17364579972352795,1.4745242947294057
O=C(O)c1cc2n(n1)CCN2,2.1569541717761656,2.1008195117372206,3.026405351350561,2,4,11,153.14100000000002,True,False,False,5,DFT,124,True,0.03853693674133864,2.159739226253113,2.128341943818976,2.999575243313665
CCCN1CC[C@H](NC[C@@H]2C[C@@H]2C)C1,-4.724564546559889,3.316675791558874,-2.7559272628899567,1,2,14,196.33799999999997,True,False,False,2,DFT,125,True,0.10916794669320326,-4.771895263371705,3.4149904812957965,-2.752511766846563
C=CCNC(=O)/C=C\C(=O)O,-0.9213579968090478,-4.521860940529449,6.793934072049556,2,2,11,155.15299999999996,True,False,False,4,DFT,126,True,0.03741853115415102,-0.9520265149519106,-4.50094087488378,6.798618015050484
CC(=O)CN(C(=O)C(N)=O)C(C)C,-0.6243614245026449,-3.721964496972286,4.7714212806502,1,3,13,186.21099999999998,True,False,False,5,DFT,127,True,0.03135010036878431,-0.6333879771409616,-3.7105489773306592,4.743653744715008
C=C(C)CCC(=O)N1CCC(O)CC1,-3.1574416411346338,0.3933137395668779,3.7179792280674544,1,2,14,197.27799999999996,True,False,False,3,DFT,128,True,0.0829714619879957,-3.202601332185746,0.429344731763059,3.777532846009207
CNC(=O)c1cnc(C(=O)O)cn1,3.923132671042603,-0.7166180566027804,5.434977940097053,2,4,13,181.151,True,False,False,6,DFT,129,True,0.10892253168573925,3.873747026495773,-0.7384445784618054,5.529575926148884
OC[C@]12C[C@H]1[C@@H](O)[C@@H](O)[C@H]2O,-1.6788189609611066,2.09141217061489,-0.6537529848894306,4,4,11,160.16899999999998,True,False,False,4,DFT,130,True,0.057416199731322524,-1.7226099854169474,2.1284419464802955,-0.6565389978206444
CNCCN(C)Cc1cncn1C,2.187952776741821,-1.1405254117476875,-2.7981778762101275,1,4,13,182.271,True,False,False,4,DFT,131,True,0.01732204447561912,2.170818739052273,-1.1425646204560973,-2.796654851222805
C[C@H]1CN(Cc2ccon2)C[C@@H](C)N1,0.5035289772739422,4.136379215599438,-1.6932526553166451,1,4,14,195.26599999999996,True,False,False,4,DFT,132,True,0.0488884918945583,0.49259618311424636,4.088912474093326,-1.6974320215817615
CNS(=O)(=O)CCNC(=N)N,-0.2649365937331603,-1.928405740562088,2.3246606663634166,4,3,11,180.233,True,False,False,6,DFT,133,True,0.05854591602402826,-0.22738877022606782,-1.9612165195265638,2.2939810637467413
CC[C@@H](O)CNC(=O)CC1CC1,-2.5896372045215013,-2.420937958825291,-0.5780210080557052,2,2,12,171.23999999999998,True,False,False,3,DFT,134,True,0.06259126407534157,-2.647220537852171,-2.4027513988904756,-0.5615566496164743
CC#CCCNC(=O)N[C@@H](C)C1CC1,-2.189484383759796,-3.6082965022552234,-0.1166421681962928,2,1,14,194.278,True,False,False,3,DFT,135,True,0.03893626574618285,-2.1513701398226344,-3.605662151332121,-0.12415198807228507
CC[C@@H]1CCC[C@@H]1NC1[C@@H]2CNC[C@@H]12,-4.960016914715585,4.679067901116273,-0.7810523246265058,2,2,14,194.322,True,False,False,2,DFT,136,True,0.037309413720825815,-4.98844243976052,4.6789186931532285,-0.7568870682633864
CCONC(=O)C1CCC(C)(C)CC1,-2.4875257164089977,-0.6246331897120065,3.0505360614101407,1,2,14,199.29399999999995,True,False,False,3,DFT,137,True,0.06526456720508901,-2.485870947183407,-0.5604986834162262,3.0385573063214792
CC[C@H](CO)NC(=O)C[C@H](C)OC,-0.9636963473256904,-5.664868358401991,-0.9949124433829148,2,3,13,189.25499999999997,True,False,False,4,DFT,138,True,0.03684865609591594,-0.9692827544073439,-5.629716625517152,-1.0044503250757262
CC(C)(C)CCN[C@@H]1CCCOC1,-3.960784234442396,2.59339334450972,-1.7208226788016865,1,2,13,185.31099999999995,True,False,False,2,DFT,139,True,0.033960197725098666,-3.967277689825441,2.5602963406317105,-1.7247873226715968
O[C@@H]1COC[C@H]1Nc1cnccn1,2.000107297595801,4.519171805747367,-1.6330718167963072,2,5,13,181.195,True,False,False,5,DFT,140,True,0.022677437995092233,1.990432334474045,4.507069805179997,-1.6165127448150247
Cc1ccc(Cc2ccccn2)cc1N,8.233507090969455,3.0241207355378457,-0.6653745559149566,1,2,15,198.269,True,False,False,2,DFT,141,True,0.0786887689288178,8.181756586929223,2.9706279782330407,-0.639833753205487
CC[C@@H]1CO[C@@H](C)CN1C[C@@H](C)O,-3.289196146326491,2.079341666629192,-3.983405276798145,1,3,13,187.283,True,False,False,3,DFT,142,True,0.0997476140221922,-3.29197595750296,1.9838554500332855,-3.954695668769769
COC(=O)N[C@@H](C)c1nccn1C,1.8553355974071533,-1.1796455098324936,1.1971849270008958,1,4,13,183.21099999999998,True,False,False,5,DFT,143,True,0.044969520784933596,1.816137013571454,-1.2015300535203735,1.199791758885678
CC[C@@H](N[C@@H](C)CN)c1ccsc1,1.8730173228123284,-2.073095984289328,-3.235279324165656,2,3,13,198.33500000000004,True,False,False,2,DFT,144,True,0.060734227648247215,1.8631105225280251,-2.065074327285022,-3.294660758428069
C[C@@H](CCCO)NCc1cn(C)cn1,2.153411206429024,-1.4582389114544994,-5.082504232132159,2,4,14,197.282,True,False,False,4,DFT,145,True,0.0283491028292754,2.128965321704929,-1.4492636786265582,-5.071300860007422
CN(CCN)C(=O)C[C@@H]1CCC[C@H]1N,-2.720079336305328,-0.2953633009806974,0.8525985517952986,2,3,14,199.29799999999994,True,False,False,4,DFT,146,True,0.02715877016956793,-2.737357732001717,-0.29748470590586473,0.8317525574456422
CCCCN(C)C(=O)C(C)(C)CN,-0.5341574459497067,-4.027369482904664,-0.8685818253319288,1,2,13,186.29899999999995,True,False,False,3,DFT,147,True,0.026987540095945516,-0.5137244002155589,-4.010763579393779,-0.8745031369301871
O=C(N[C@H]1CCOC1)[C@]12CNC[C@@H]1C2,-4.301459650350449,4.349976640959078,1.7560902552040998,2,3,14,196.25,True,False,False,4,DFT,148,True,0.1275859843690781,-4.369265126401232,4.410210391929137,1.8458259563995003
C[C@@H]1CC[C@H](C(=O)O)N1CC(N)=O,-2.116668652181118,0.3656981955533044,5.373933018411167,2,3,13,186.21099999999996,True,False,False,5,DFT,149,True,0.13268410179724346,-2.0514701529163153,0.2751105853720477,5.302182677331786
CC1CCC(CN2CC[C@H]2CO)CC1,-5.20784377580716,4.952618968028358,-2.553261741936011,1,2,14,197.32199999999997,True,False,False,2,DFT,150,True,0.20302561734962227,-5.368405658455131,5.035770472979483,-2.460930217714338
COC(=O)[C@@H]1C[C@@H]1C(=O)NC(C)C,-2.2630970992015587,-2.493091592834608,5.563303781772629,1,3,13,185.22299999999998,True,False,False,4,DFT,151,True,0.07790283580429372,-2.195273757555086,-2.5313585163610535,5.565422441272822
Nc1ccc(OCC2CC2)cc1,2.278171566830791,2.35122772635335,-0.0714392975290462,1,2,12,163.22,True,False,False,2,DFT,152,True,0.045315609867294875,2.2689695693671585,2.3324911054755932,-0.11166076913821756
C=C/C=C/CCNC1CCN(C)CC1,-2.3711570459227467,0.1651269564567614,-0.1578435308934382,1,2,14,194.32199999999997,True,False,False,2,DFT,153,True,0.04354110726196658,-2.334152633393012,0.14706800907789275,-0.1719989501558456
Cc1cc(NC(=O)c2ncc[nH]2)[nH]n1,6.03778811553127,1.6816059724121926,2.496744200227821,3,3,14,191.19400000000005,True,False,False,6,DFT,154,True,0.04728747551561285,6.062067246472994,1.7184144819254046,2.513825264854187
COCC(=O)OC[C@@H]1CCCNC1,-2.451598558980687,0.5714002156429181,2.788970974321761,1,4,13,187.23899999999995,True,False,False,4,DFT,155,True,0.05190189965012623,-2.418325506351171,0.609698172979448,2.778017544728497
C[C@H](O)C(=O)NOCc1ccccc1,3.745781240933277,-1.0178575155573018,1.299124351185984,2,3,14,195.21800000000002,True,False,False,4,DFT,156,True,0.043236419901940264,3.785783893536728,-1.0342412836594241,1.2999891826148626
Cn1cc(NC(=O)N2CCCC2)cn1,0.8607284598789231,2.922007245515191,1.3769701267938488,1,3,14,194.23799999999997,True,False,False,5,DFT,157,True,0.06626921646235037,0.9001880706739857,2.9108867874249,1.429036272976355
C=C[C@H](C)NC(=O)COC1CCCC1,-2.797202317494253,-2.0111758359752154,2.7905440558220262,1,2,14,197.27799999999993,True,False,False,3,DFT,158,True,0.08485760941008749,-2.8216829942975528,-1.9322688305752385,2.7711741090782853
C=CC(=O)NCCCC(=O)OC(C)C,-1.3496616564104855,-6.066427580460937,4.126016656698104,1,3,14,199.25,True,False,False,4,DFT,159,True,0.0857829878840416,-1.359678343493385,-6.062602425161987,4.211126909765145
C=CCNC(=O)C[C@@H]1C=CCC1,-1.530165944553492,-1.7880059539118005,3.508723486446263,1,1,12,165.23599999999996,True,False,False,2,DFT,160,True,0.077457908318279,-1.5197929135042578,-1.840317293888877,3.452548300663773
NCc1nnc2n1CCOC2,0.6220120503828989,2.885682475919181,-1.1270984758246656,1,5,11,154.17299999999997,True,False,False,5,DFT,161,True,0.07172020202669005,0.6221684781973954,2.814335531433418,-1.1197925589326163
CC1(C)CC[C@H]1N[C@H]1C[C@@H](CO)C1,-3.089600237624864,2.2800326620989546,-0.7194217545241453,2,2,13,183.295,True,False,False,2,DFT,162,True,0.05085088546645804,-3.1335327112773204,2.258534238352039,-0.7333346294210574
O=c1cc([C@H]2CCCO2)nc(CO)[nH]1,0.003942948640129,3.836038099023237,-0.4488443313932758,2,4,14,196.206,True,False,False,5,DFT,163,True,0.07375592736504516,0.06127770539040828,3.8571083950857914,-0.40750784492308306
O=C(NC1CNC1)N[C@H]1C=CCCC1,-3.052760554819476,2.4660974924350225,3.367005535723347,3,2,14,195.266,True,False,False,4,DFT,164,True,0.0959523251620357,-3.009873646066865,2.39522616088211,3.4154288371965364
OCCCN(Cc1ccoc1)C1CC1,0.96947830707589,0.1147907208537041,-2.8629724326607984,1,3,14,195.26199999999997,True,False,False,3,DFT,165,True,0.05937592141204272,1.0219079085658271,0.12278971131631333,-2.889667995638839
COC[C@@H](C)N(C)C[C@H]1C[C@@H](O)C1,-2.2647456802472425,-1.1001346133881016,-2.4810294279138194,1,3,13,187.28300000000002,True,False,False,3,DFT,166,True,0.07182120995490372,-2.2894922716424677,-1.1651448345040354,-2.498905768819092
CC[C@@H](O)CN1CC(O)(C2CC2)C1,-2.271876240106837,0.8289662568879805,-3.367792728244418,2,3,13,185.267,True,False,False,3,DFT,167,True,0.08281237365220279,-2.224023650946856,0.7899869314638336,-3.4230071387735235
CC(C)(C)NCC(=O)OC(C)(C)C,-0.4477126194780308,-3.3224952772875325,2.219687505831334,1,3,13,187.283,True,False,False,3,DFT,168,True,0.05399628231426002,-0.46559797594159547,-3.325483828155291,2.168827097932426
C1=C(CNc2nccs2)CCC1,3.308137264294165,2.151874034124956,-0.8428425843257075,1,3,12,180.27599999999995,True,False,False,2,DFT,169,True,0.10819388451322429,3.241799943065006,2.214611511074228,-0.900888130616873
CCCCC[C@H](C)N1C(=O)CNC1=O,0.1112596615012713,-1.366436138993498,-1.4137884694251488,1,2,14,198.266,True,False,False,4,DFT,170,True,0.03587883371949611,0.14272705571772926,-1.3511019377862055,-1.405917250737325
CN(CCO)C(=O)CC1CCCC1,-3.65363639364128,-0.3557953702290126,-0.2858541240456528,1,2,13,185.26699999999994,True,False,False,3,DFT,171,True,0.08888149944323802,-3.573207864246854,-0.378691937160899,-0.31596923363306617
C[C@@H](NC(=O)c1ccon1)C(=O)O,1.6884444404470924,-2.0013864570346964,4.059334208523103,2,4,13,184.15099999999995,True,False,False,6,DFT,172,True,0.030021547262877455,1.6737056609262546,-2.008329399100979,4.034117998781003
C#CCCN(C)CCCNC(=O)CC,-1.2790238931010325,-6.694012168540279,-0.9652825096847985,1,2,14,196.29399999999998,True,False,False,3,DFT,173,True,0.054632773860993876,-1.2675532330982144,-6.703202039698975,-1.0179010445079273
C#CC(=O)N[C@@H](C)CCc1ccco1,1.6270849220965544,-2.573390149498354,-0.4440501532167065,1,2,14,191.23,True,False,False,3,DFT,174,True,0.08373741422211523,1.6030410363842909,-2.606871779639705,-0.3711610144953615
N[C@H]1Cc2ccc(O)cc2[C@H]1O,2.544238427169314,3.073051242953521,0.6466003323559898,3,3,12,165.19199999999998,True,False,False,3,DFT,175,True,0.09105004229201251,2.5582220814525254,3.14351108357352,0.702546542898521
CCOC(=O)c1[nH]nc2c1CCCC2,1.4779753733391678,0.5563291178361138,2.9250655482485923,1,3,14,194.23399999999995,True,False,False,4,DFT,176,True,0.04617571100859154,1.4740651417696036,0.5619874715250819,2.879404959008506
CCCCCOc1ccccc1CN,3.81324141502892,-0.9323367003922486,-1.8441374003458748,1,2,14,193.28999999999996,True,False,False,2,DFT,177,True,0.059763157428176304,3.8406796066110958,-0.9407117833293076,-1.7917099398477525
C[C@H](N)C(=O)N1CCO[C@@H]2CCC[C@@H]21,-3.087035880900668,2.3953384035601486,0.8823304046361777,1,3,14,198.26599999999996,True,False,False,4,DFT,178,True,0.04204344403933913,-3.0694094406295416,2.433111913540715,0.8768420775863831
CC1(C)C2=CCCC[C@H]2CC/C1=N/O,-0.7036333665147602,2.2655345568062506,0.1120347407819837,1,2,14,193.28999999999996,True,False,False,2,DFT,179,True,0.07480716801374875,-0.7191024506419094,2.222168796784889,0.05307517259942235
CCn1ccnc1CN[C@H]1CC1(C)C,1.0035974572290576,1.415729263190115,-1.673591309125106,1,3,14,193.29399999999998,True,False,False,3,DFT,180,True,0.0803546089645483,0.9382103816598929,1.443122010957961,-1.7114202781843466
CC[C@@H](C)C[C@H](N)O,0.0243697302608131,-2.118805808303432,-2.717997015728768,2,2,8,117.192,True,False,False,2,DFT,181,True,0.05397153067003292,-0.010606644518879882,-2.1567720761122233,-2.733749534219723
CC(=O)N[C@H](CNCC(C)C)C1CC1,-2.139300796483508,-3.630392545051145,-1.533408020574094,2,2,14,198.30999999999997,True,False,False,3,DFT,182,True,0.013703126593423832,-2.1487949937092097,-3.6234352502275984,-1.5404245686009466
O=C(O)CC[C@@H]1CNCCO1,-2.654501850638036,2.6064075311873243,2.14644494001865,2,3,11,159.18499999999997,True,False,False,4,DFT,183,True,0.05928380406033963,-2.6885095544692277,2.6015995964498164,2.1947660458374796
COCCN1C[C@H]2CCC[C@]2(N)C1,-2.0140439195877256,1.1386496583902794,-1.2389990167893123,1,3,13,184.28299999999996,True,False,False,3,DFT,184,True,0.04985785884203832,-2.038963038140285,1.1593934061324234,-1.2011236877678186
CC1CC(CN2CC[C@H](CN)C2)C1,-4.242791364975821,4.943699537894002,-1.7865818655119483,1,2,13,182.31099999999998,True,False,False,2,DFT,185,True,0.10323135923304194,-4.168452106616433,4.886672712144512,-1.7432421684593045
CCCCOCC(=O)N[C@H]1CC1(C)C,-2.0097774164126334,-3.48625668945595,1.3291105963870529,1,2,14,199.29399999999998,True,False,False,3,DFT,186,True,0.06645623870469831,-2.0580203076671815,-3.4958993628856474,1.373788039860308
CC(C)N1CCN(C(=O)CCN)CC1,-2.101964720178818,0.5745130942829912,1.0041949384680984,1,3,14,199.29799999999994,True,False,False,4,DFT,187,True,0.058168822403433275,-2.0781992118367265,0.526720889730467,0.9810709747712357
Cn1cnnc1NCc1ccccc1,6.781072205381497,2.699429474521559,-1.4037911448130955,1,4,14,188.23400000000004,True,False,False,4,DFT,188,True,0.041242019201084765,6.755876029270545,2.6763853913523246,-1.4269217973775599
CCc1c(N)cccc1OC,4.997718573769859,0.8899646727797037,0.0868689826628779,1,2,11,151.20899999999997,True,False,False,2,DFT,189,True,0.05018695728700592,4.971727209278092,0.9116055527304566,0.04978998633691221
C/C(O)=C(\C(N)=O)C1=NCCCN1,-0.0452071481476225,0.5017329626240004,4.1473047566382055,3,4,13,183.21099999999998,True,False,False,5,DFT,190,True,0.020882926927950636,-0.05490306274082846,0.5030894163898509,4.1657505125311065
CC[C@H](N[C@H](CC)CCO)C1CC1,-2.0193297550359617,-3.629213636298919,-5.47005318978924,2,2,13,185.31099999999998,True,False,False,2,DFT,191,True,0.043487527676806845,-2.00979683754613,-3.5992266570448157,-5.5000710115421105
NC1C[C@@H]2CCC[C@H](C1)N2CCO,-3.1800561529986218,3.72233276694858,-1.4038998568824657,2,3,13,184.283,True,False,False,3,DFT,192,True,0.03243984203231525,-3.168438861122759,3.6929631964628378,-1.411303248675124
COc1cccc2c1C[C@@H](N)CC2,3.665931000082934,2.775526149885957,1.249027894328005,1,2,13,177.24699999999996,True,False,False,2,DFT,193,True,0.06032191757569907,3.7233369737853095,2.7600823582268075,1.2592639688920362
CN(C(=O)c1ccc[nH]1)C1(CO)CC1,1.4379842578006246,0.291779409426722,1.39491902504568,2,2,14,194.23399999999995,True,False,False,4,DFT,194,True,0.028203580807559338,1.4313272554096241,0.2696795657708422,1.4111277634271955
CCCN(CCC(=O)O)CC(=O)O,-0.930553477064176,-4.801407476179384,3.735899983626046,2,3,13,189.21099999999998,True,False,False,5,DFT,195,True,0.03873371921994562,-0.9095411851134176,-4.808208704016927,3.7677202270488657
CC(C)(O)COc1ccccc1C#N,4.329166700536879,-0.06970607891439,-0.9538638968395928,1,3,14,191.23,True,False,False,3,DFT,196,True,0.024896289458751344,4.349081600187807,-0.0700878804028556,-0.9687996334578788
O=C(OCCO)[C@H]1CCCOC1,-3.451047496013573,1.5192789890631877,1.479839422229653,1,4,12,174.19599999999994,True,False,False,4,DFT,197,True,0.0641773013181773,-3.480005204369619,1.5619491490175688,1.441636875446515
CCCCCC(=O)NOC1CCC1,-2.5900316057296244,-2.31635556203624,0.8123918318343619,1,2,13,185.26699999999997,True,False,False,3,DFT,198,True,0.05579371537939462,-2.608750243033931,-2.295303521705106,0.7642320675990272
C=CCCNC(=O)c1cn(C)cn1,1.661907480233041,-2.5558311764146198,1.9736122354630892,1,3,13,179.22299999999996,True,False,False,4,DFT,199,True,0.0724804286803269,1.6042185347410203,-2.5441840656475128,1.9313068821318455
NCC(=O)NCCC1CCCCC1,-4.20893724496001,1.2422135003977477,0.6282665372723977,2,2,13,184.28299999999993,True,False,False,3,DFT,200,True,0.040803141258320304,-4.173148096337932,1.2617175809732228,0.6301702227397453
Cc1cccc(-c2ncc[nH]2)c1,6.667487085355717,2.757648844517419,0.2365169713686413,1,1,12,158.20400000000004,True,False,False,2,DFT,201,True,0.07280926471729994,6.698903297845753,2.7455444062049126,0.1719592979704041
CONC(=O)N[C@@H]1COC(=O)C1,-1.5262328864077508,-0.2821987788877877,3.779225826164469,2,4,12,174.15599999999998,True,False,False,6,DFT,202,True,0.06195218897307796,-1.496802722131461,-0.261727341103541,3.8297516550470543
CCNC(=O)N(C)Cc1nccn1C,1.84100686104065,-1.6780235942408226,0.1505281282954069,1,3,14,196.254,True,False,False,5,DFT,203,True,0.039488814497164494,1.8671773244030359,-1.6525800011026517,0.13545839418996522
CC(C)CN1CCC[C@@H](C)[C@H]1CN,-2.694714715856545,1.7587269150597171,-2.931497768418108,1,2,13,184.32699999999997,True,False,False,2,DFT,204,True,0.05736761200741917,-2.701601213959624,1.796818800057335,-2.973837198606035
CCO[C@@H]1CC[C@H](O)[C@@H]2CCCC[C@@H]12,-3.864753512722825,3.3124972841589315,-0.3675092066410912,1,2,14,198.30599999999995,True,False,False,2,DFT,205,True,0.04285831756922969,-3.872369821480853,3.3241825674283163,-0.4080342776549903
CC(C)OC[C@@H](C)NC1(C)CCC1,-1.434967455823161,-1.7979312472498394,-1.8150606742434456,1,2,13,185.31099999999995,True,False,False,2,DFT,206,True,0.049389948505154796,-1.4562791955315415,-1.8328463798609085,-1.7873819770433326
CC(C)[C@]1(C)CCNC1=O,-0.1409470945067948,0.9428762470000592,0.3193377403291324,1,1,10,141.214,True,False,False,2,DFT,207,True,0.05158863769746435,-0.12161285040727662,0.9869076067024517,0.30066117995686326
C=CC(=O)N[C@H]1CCCOC1,-4.153533320462443,2.063666670704305,2.373367595943036,1,2,11,155.19699999999997,True,False,False,3,DFT,208,True,0.0735259517948469,-4.18614683752821,2.1179269775502787,2.410760686119161
N#Cc1ccc(-c2cnc(CN)[nH]2)cc1,5.207644181341045,1.7681728273764932,-1.241220198958361,2,3,15,198.22899999999998,True,False,False,4,DFT,209,True,0.05277805690752382,5.198888608954953,1.7732634069241113,-1.2930173923475314
CCCNCc1ccn(CC)n1,2.454545467610875,-0.4600365611859354,-3.589796070428313,1,3,12,167.25599999999997,True,False,False,3,DFT,210,True,0.057866282532156324,2.454222348789648,-0.40513132083900943,-3.6080667253362524
C[C@@H](CNC[C@@H](N)C1CC1)C(C)(C)C,-1.4573805232398558,-2.289672067010529,-3.0951058624723307,2,2,14,198.35399999999998,True,False,False,2,DFT,211,True,0.05052552396540126,-1.4968985177883969,-2.3089511425917446,-3.1199950955576146
O=C(O)c1[nH]nc2ccc(CO)cc12,4.524517695662222,1.0913867428660056,2.2913887494917744,3,3,14,192.17399999999998,True,False,False,5,DFT,212,True,0.042927335604007466,4.502778631083336,1.0821130127057623,2.255553471591232
CCCN(C)CCNC(=O)N(C)C,-0.7677899357004303,-4.849774360044381,-1.3084347696203773,1,2,13,187.28699999999998,True,False,False,4,DFT,213,True,0.017348253987782163,-0.7576048018754429,-4.8530629453949015,-1.3220879806633532
Cc1ccc(C(=N)N)nc1,4.205203096572547,1.2746206747858873,1.0957954721539558,2,2,10,135.17000000000004,True,False,False,3,DFT,214,True,0.031049893871362002,4.20644996164679,1.302696120506977,1.0825927987704465
CC[C@@H](COC)NC[C@H](C)CNC,-0.992417948859706,-6.499311137445581,-5.261719536080321,2,3,13,188.315,True,False,False,3,DFT,215,True,0.10201800310043141,-0.9455681243830121,-6.563441989565896,-5.3257507839943266
COC[C@H](CCO)NCC(C)(C)C,-0.5826062397120837,-5.392394154283596,-4.537042955445563,2,3,13,189.29899999999998,True,False,False,3,DFT,216,True,0.07809347137028128,-0.6208888944585508,-5.324625754151443,-4.543404760201457
CC(C)CN(C)C(=O)[C@]12C[C@H]1CCN2,-1.489973943250284,-1.5585130971911263,-0.1609323612980339,1,2,14,196.29399999999995,True,False,False,3,DFT,217,True,0.03508046335734094,-1.504136533532591,-1.5845813644700448,-0.17965415039352672
CC[C@H]1CN[C@H](C)CO1,-2.258402016273789,3.0973955902586017,-0.949150734167756,1,2,9,129.20299999999997,True,False,False,2,DFT,218,True,0.039263437547971035,-2.2540919729776006,3.1080337926051005,-0.9116025024423691
Nc1ccc(N2CCNCC2)nc1,2.2644891489923618,4.354951410557794,-0.0329718573942001,2,4,13,178.239,True,False,False,4,DFT,219,True,0.06816258075325637,2.203296550345934,4.325469954430969,-0.027275627897110313
Cn1cnc(CCCN)n1,2.70111497729915,1.0594296666326006,-2.0005034574302853,1,4,10,140.19,True,False,False,4,DFT,220,True,0.0615922533417959,2.7570366735671348,1.0834731043175307,-1.9911075720264442
c1nn[nH]c1CN1CC[C@@H]2C[C@@H]2C1,-0.2248302524060347,5.202917716806021,-1.3906425560351028,1,3,13,178.239,True,False,False,4,DFT,221,True,0.05665112954904499,-0.1875650693030699,5.1621447767065245,-1.3780638453250158
OC/C=C\CNCCC1CCOCC1,-3.539590819600676,1.2986032218922372,-1.8166731531446232,2,3,14,199.29399999999995,True,False,False,3,DFT,222,True,0.08908770830310096,-3.47219073278797,1.3329086760174893,-1.863758011492062
CC(C)[C@@H](C)C(=O)N[C@@H]1CCCNC1,-3.17818265805431,0.5952071069109349,0.6553925624844192,2,2,14,198.30999999999995,True,False,False,3,DFT,223,True,0.05200739206315816,-3.1424317653135128,0.6317700386093779,0.6459165652776848
CCC[C@@H](C)N1CC[C@@](O)(C2CC2)C1,-2.2545294537082183,-0.0885468850150805,-2.586049184481819,1,2,14,197.32199999999997,True,False,False,2,DFT,224,True,0.045684674570451556,-2.2389652984093793,-0.04756613223576836,-2.59891092861248
CC(C)=CCN(C)[C@H](C)CCO,-0.2714649425374776,-2.932793652005223,-1.4474708977672976,1,2,12,171.284,True,False,False,2,DFT,225,True,0.06240469863029533,-0.21072848458234422,-2.935000334586608,-1.433308989767762
CC1(C(=O)NCCCNC2CC2)CC1,-3.339538194851423,-1.0671964356141772,1.0319280110215516,2,2,14,196.29399999999995,True,False,False,3,DFT,226,True,0.06823177016673102,-3.3506848847197737,-1.0804956953957845,0.9659397131625695
C[C@@](N)(CO)c1cccc(O)c1,3.8338801160476663,0.9779605543407788,-0.2339173443471501,3,3,12,167.20799999999997,True,False,False,3,DFT,227,True,0.07278753194957784,3.8145572288930363,0.9199581617741915,-0.2734189050235557
C[C@@H]1OCC[C@@H]1NCCC(=O)O,-2.909954649696278,0.5674634428203161,1.6862179095754808,2,3,12,173.212,True,False,False,4,DFT,228,True,0.047136972140605644,-2.867679489060634,0.5780163389899224,1.6682362155994328
CC(C)c1ocnc1CN,1.8342996267252225,0.3212380627526731,-1.24501825182246,1,3,10,140.18599999999998,True,False,False,3,DFT,229,True,0.07460668115049388,1.815584457210123,0.3934003894262912,-1.2479333695495118
COC1CC(NC[C@@H](C)C(C)(C)C)C1,-2.097855155042948,-0.641199625217227,-1.2026529167448636,1,2,14,199.33799999999997,True,False,False,2,DFT,230,True,0.03083272296838141,-2.0896471942794337,-0.6583090007123471,-1.178351569952627
